Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (43 parents),Rupture Rate Minimization,Uncertain MFD Equality
1520848911,3829738,9289263,455082,1397,3159.277,3159.277,0.0,0.0,1601.1218,777.3498,7.0633764,0.2970323,773.44507
1534102649,3860979,9319062,455945,1421,3159.1565,3159.1565,0.0,0.0,1601.0468,777.40234,7.0490775,0.2970728,773.36127
1547958436,3892219,9348021,456768,1381,3158.8677,3158.8677,0.0,0.0,1600.9955,777.0895,7.047299,0.297601,773.4378
1561438344,3923478,9377450,457624,1389,3158.8167,3158.8167,0.0,0.0,1601.0496,776.9924,7.0382814,0.29703373,773.4394
1574401928,3954676,9404451,458426,1404,3158.4995,3158.4995,0.0,0.0,1600.9529,776.8764,7.031687,0.29707244,773.34143
1587270307,3985907,9432081,459195,1387,3158.279,3158.279,0.0,0.0,1600.8124,776.9166,7.0332055,0.29725644,773.21954
1598533088,4017142,9459049,459960,1364,3158.0315,3158.0315,0.0,0.0,1600.7578,776.73926,7.0119786,0.29731116,773.2253
1612783434,4048362,9486356,460766,1393,3157.9783,3157.9783,0.0,0.0,1600.7456,776.79047,7.015167,0.29701394,773.1301
1625665275,4079590,9513042,461523,1375,3157.813,3157.813,0.0,0.0,1600.6198,776.75916,7.022844,0.29686704,773.11444
1639370144,4110783,9541552,462399,1368,3157.8298,3157.8298,0.0,0.0,1600.6528,776.7292,7.0104313,0.29658356,773.1409
1651449468,4142004,9570269,463301,1375,3157.621,3157.621,0.0,0.0,1600.5046,776.72626,6.9980826,0.29675576,773.0953
1664961013,4173215,9599011,464160,1358,3157.5437,3157.5437,0.0,0.0,1600.3644,776.65546,6.988853,0.2963237,773.2386
1676511064,4204438,9625523,464881,1375,3157.5903,3157.5903,0.0,0.0,1600.3186,776.67725,6.994788,0.2961075,773.3036
1688348512,4235667,9652403,465660,1372,3157.552,3157.552,0.0,0.0,1600.2727,776.6434,6.992687,0.29566178,773.34766
1700306703,4266720,9678950,466400,1342,3157.4624,3157.4624,0.0,0.0,1600.1895,776.69104,6.97812,0.29565105,773.3081
1711972692,4297942,9706081,467291,1347,3157.3774,3157.3774,0.0,0.0,1600.111,776.8266,6.9906282,0.29580563,773.1534
1724156012,4329239,9734021,468111,1356,3157.2466,3157.2466,0.0,0.0,1600.2079,776.5675,6.9794564,0.29724747,773.1944
1736371346,4360484,9759957,468832,1349,3157.059,3157.059,0.0,0.0,1600.1136,776.43036,6.9654207,0.29674822,773.2529
1747318298,4391723,9786794,469571,1343,3156.8813,3156.8813,0.0,0.0,1599.9874,776.4011,6.9677906,0.29641733,773.22876
1758475653,4422936,9813485,470382,1348,3156.7073,3156.7073,0.0,0.0,1599.914,776.3496,6.970027,0.29619053,773.1775
1769015553,4454114,9836807,471055,1327,3156.611,3156.611,0.0,0.0,1599.8687,776.23224,6.970881,0.2959965,773.2433
1780683277,4485295,9861110,471741,1325,3156.5723,3156.5723,0.0,0.0,1599.9183,776.1681,6.9622293,0.29605213,773.22766
1791657235,4516520,9885008,472491,1303,3156.5288,3156.5288,0.0,0.0,1599.9161,776.1988,6.9508595,0.29592535,773.16724
1803067675,4546871,9910536,473272,1335,3156.1924,3156.1924,0.0,0.0,1599.8182,776.1585,6.9573674,0.29566312,772.9626
1819129673,4578100,9939923,474146,1323,3155.8127,3155.8127,0.0,0.0,1599.6519,776.04315,6.948297,0.2955424,772.874
1831530744,4609302,9965931,474911,1290,3155.7493,3155.7493,0.0,0.0,1599.7053,775.8535,6.9315248,0.29564008,772.9632
1846069221,4640394,9993749,475700,1327,3155.714,3155.714,0.0,0.0,1599.7526,775.7949,6.920994,0.2950799,772.95056
1858933815,4671538,10020824,476528,1302,3155.4397,3155.4397,0.0,0.0,1599.5756,775.81555,6.9240274,0.29531947,772.82916
1870219824,4702735,10046826,477290,1321,3155.3184,3155.3184,0.0,0.0,1599.3242,775.93427,6.934963,0.2950408,772.8299
1882197093,4733816,10070918,477981,1290,3155.7556,3155.7556,0.0,0.0,1599.3384,776.18286,6.9312515,0.29523927,773.00793
1895071752,4765043,10097929,478785,1284,3155.624,3155.624,0.0,0.0,1599.4666,776.0605,6.9319377,0.29508314,772.8699
1907424380,4796335,10121951,479474,1299,3155.3657,3155.3657,0.0,0.0,1599.5063,775.86035,6.937668,0.29467303,772.76666
1920672254,4827558,10147677,480221,1298,3155.2556,3155.2556,0.0,0.0,1599.5271,775.6849,6.9449906,0.2944916,772.8041
1934882085,4858838,10173998,480986,1295,3155.2131,3155.2131,0.0,0.0,1599.4979,775.6613,6.932942,0.29449466,772.82654
1946064750,4890068,10199348,481744,1290,3154.886,3154.886,0.0,0.0,1599.4594,775.5346,6.918542,0.29447728,772.67896
1957208705,4921254,10223752,482456,1279,3154.7437,3154.7437,0.0,0.0,1599.4292,775.5638,6.897046,0.29456285,772.5589
1968549913,4952507,10249743,483210,1318,3154.5376,3154.5376,0.0,0.0,1599.2413,775.49945,6.9035,0.29435927,772.5989
