Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (52 parents),Rupture Rate Minimization,Uncertain MFD Equality
2094692456,5009274,9981630,439396,1149,2732.3584,2732.3584,0.0,0.0,1555.0983,767.953,16.191128,0.5035098,392.61258
2108034245,5040482,10006994,440218,1155,2732.1816,2732.1816,0.0,0.0,1554.9559,767.93555,16.19052,0.503509,392.59613
2119070646,5071650,10031159,441057,1162,2732.1545,2732.1545,0.0,0.0,1555.021,767.9003,16.184175,0.504017,392.545
2132806453,5102863,10057411,441958,1156,2731.9812,2731.9812,0.0,0.0,1554.9135,767.87286,16.183937,0.5043491,392.50647
2146099680,5134045,10083299,442822,1157,2731.8982,2731.8982,0.0,0.0,1554.8013,767.86285,16.186476,0.50449556,392.5431
2158025049,5165273,10107935,443655,1156,2731.9097,2731.9097,0.0,0.0,1554.749,767.912,16.18505,0.50466037,392.55908
2172523712,5196427,10132599,444499,1142,2731.8274,2731.8274,0.0,0.0,1554.7489,767.8707,16.172539,0.5048682,392.53024
2185292582,5227582,10156946,445398,1140,2731.7043,2731.7043,0.0,0.0,1554.5768,767.9427,16.169771,0.50511336,392.50995
2197471947,5258814,10182418,446293,1141,2731.6987,2731.6987,0.0,0.0,1554.6388,767.9563,16.156746,0.50542945,392.4415
2210205307,5289926,10207665,447158,1152,2731.583,2731.583,0.0,0.0,1554.7673,767.81903,16.13608,0.5053785,392.3553
2224960154,5321083,10233922,448033,1133,2731.38,2731.38,0.0,0.0,1554.6387,767.7934,16.116898,0.5060429,392.32498
2238232674,5352274,10260777,448924,1144,2731.4036,2731.4036,0.0,0.0,1554.6091,767.78345,16.12645,0.50664717,392.378
2251073476,5383547,10285422,449777,1134,2731.3198,2731.3198,0.0,0.0,1554.5757,767.76074,16.109879,0.50818485,392.36523
2264353588,5414787,10311515,450689,1142,2731.2605,2731.2605,0.0,0.0,1554.5967,767.70166,16.084122,0.50833046,392.3698
2276654414,5446042,10336532,451571,1125,2731.219,2731.219,0.0,0.0,1554.5643,767.636,16.091698,0.5085311,392.41843
2290788145,5477266,10362649,452429,1131,2731.1523,2731.1523,0.0,0.0,1554.5266,767.64014,16.076883,0.50894934,392.39978
2305487258,5508462,10387969,453280,1128,2731.0918,2731.0918,0.0,0.0,1554.5011,767.6221,16.07241,0.5093087,392.3868
2318441933,5539615,10412371,454170,1123,2731.0247,2731.0247,0.0,0.0,1554.3835,767.6782,16.07729,0.5104208,392.37497
2330585885,5570910,10437715,455022,1149,2730.9937,2730.9937,0.0,0.0,1554.4493,767.6326,16.04753,0.51093596,392.3532
2345750496,5602138,10464199,455928,1128,2730.9055,2730.9055,0.0,0.0,1554.3348,767.61456,16.068344,0.511552,392.3761
2359928235,5633350,10489648,456798,1136,2730.801,2730.801,0.0,0.0,1554.2953,767.55615,16.063416,0.5120593,392.37405
2373363356,5664587,10514072,457668,1122,2730.6995,2730.6995,0.0,0.0,1554.2948,767.4583,16.059727,0.5128783,392.37375
2385843747,5695821,10539666,458557,1103,2730.603,2730.603,0.0,0.0,1554.237,767.4317,16.045284,0.51371354,392.3752
2398996686,5727049,10565173,459448,1136,2730.616,2730.616,0.0,0.0,1554.1342,767.5083,16.045498,0.51484334,392.41327
2411219592,5757382,10589680,460346,1119,2730.5884,2730.5884,0.0,0.0,1554.1182,767.5887,16.051546,0.5156819,392.3143
2425215233,5788606,10614644,461269,1135,2730.4949,2730.4949,0.0,0.0,1554.0966,767.5631,16.045876,0.5164787,392.2728
2439401332,5818967,10641180,462238,1116,2730.4858,2730.4858,0.0,0.0,1554.054,767.55096,16.02892,0.5170133,392.3349
2453037703,5850157,10666207,463121,1105,2730.4602,2730.4602,0.0,0.0,1554.059,767.51935,16.03817,0.5175155,392.32626
2465482817,5881366,10691042,464015,1106,2730.3245,2730.3245,0.0,0.0,1553.9928,767.4787,16.013372,0.51837564,392.32132
2476840693,5912493,10713230,464750,1119,2730.2495,2730.2495,0.0,0.0,1554.0516,767.4027,15.990406,0.5192578,392.28555
2489078629,5943649,10738289,465654,1102,2730.152,2730.152,0.0,0.0,1553.9077,767.39886,15.990895,0.51954097,392.33502
2503078028,5974837,10764205,466488,1104,2730.2205,2730.2205,0.0,0.0,1553.9053,767.4917,15.979801,0.5200883,392.32346
2515561223,6006017,10787156,467345,1119,2730.148,2730.148,0.0,0.0,1553.9224,767.4251,15.986037,0.5202063,392.29422
