Section Index,Slip Rate (m/yr),Slip Rate Standard Deviation (m/yr)
802,1.1700000000000001E-4,1.2E-4
803,1.1700000000000001E-4,1.2E-4
804,1.1700000000000001E-4,1.2E-4
805,5.4E-4,1.5E-4
806,5.4E-4,1.5E-4
807,8.100000000000001E-4,8.5E-4
808,8.100000000000001E-4,8.5E-4
809,8.100000000000001E-4,8.5E-4
810,8.100000000000001E-4,8.5E-4
811,8.100000000000001E-4,8.5E-4
812,8.100000000000001E-4,8.5E-4
813,8.100000000000001E-4,8.5E-4
814,4.5E-5,4.0E-5
815,4.5E-5,4.0E-5
816,4.5E-5,4.0E-5
817,2.2500000000000002E-4,8.999999999999999E-5
818,2.2500000000000002E-4,8.999999999999999E-5
819,2.2500000000000002E-4,8.999999999999999E-5
820,2.2500000000000002E-4,8.999999999999999E-5
821,1.1700000000000001E-4,5.0E-5
822,1.1700000000000001E-4,5.0E-5
823,7.2E-4,2.0E-4
824,7.2E-4,2.0E-4
825,3.15E-4,1.2E-4
826,3.15E-4,1.2E-4
827,3.15E-4,1.2E-4
828,2.7E-4,1.0E-4
